id,target,name,location,phone,email,instagram,status,notes
465,profumeria,Jolie Profumerie,Napoli (NA),081 552 9595,info@jolieprofumerie.com,@jolieprofumerie,new,
466,profumeria,Profumo Emozioni Olfattive,Napoli (NA),081 764 3443,info@profumoemozioniolfattive.it,@profumoemozioniolfattive,new,
467,profumeria,Beauty Concept Capri,Capri (NA),340 2276214,capri@beautyconceptclub.com,@beautyconceptclub,new,
468,profumeria,Essence Ischia,Ischia (NA),081 991823,info@essenceischia.it,@essence_ischia,new,
469,profumeria,Neos 1911,Caserta (CE),0823 325238,info@neos1911.it,@neos1911,new,
470,profumeria,Kaon Boutique,Palestrina (RM),06 95469599,info@kaon.it,@kaon_distribution,new,
471,profumeria,Aquaflor,Firenze (FI),055 19931913,info@aquaflor.it,@aquaflor_firenze,new,
472,profumeria,Profumeria Testaccio,Roma (RM),06 574 6563,info@profumeriatestaccio.it,@profumeriatestaccio,new,
473,profumeria,Campomarzio70 Pantheon,Roma (RM),06 6920 0303,info@campomarzio70.it,@campomarzio70,new,
474,profumeria,Campomarzio70 Campo Marzio,Roma (RM),06 6992 2111,info@campomarzio70.it,@campomarzio70,new,
475,profumeria,Profumeria Gini,Roma (RM),06 7049 5393,info@profumeriagini.it,@profumeriagini,new,
476,profumeria,Ruberto 32,Roma (RM),06 854 3211,info@ruberto32.it,@ruberto32,new,
477,profumeria,L'Ò Firenze,Firenze (FI),055 211223,info@lofirenze.it,@lo_firenze,new,
478,profumeria,Amaranthus,Siena (SI),0577 223344,info@amaranthus.it,@amaranthus_siena,new,
479,profumeria,La Bottega dei Profumi,Forte dei Marmi (LU),0584 881234,info@labottegadeiprofumi.it,@labottegadeiprofumi,new,
480,profumeria,Antica Profumeria Sacro Cuore,Bologna (BO),051 223355,info@sacrocuoreprofumi.it,@sacrocuoreprofumi,new,
481,profumeria,Parfumkafè,Milano Marittima (RA),0544 971122,info@parfumkafe.it,@parfumkafe,new,
482,profumeria,Campomarzio70 Ravenna,Ravenna (RA),0544 211133,info@campomarzio70.it,@campomarzio70,new,
483,profumeria,Biba,Parma (PR),0521 221144,info@bibaprofumeria.it,@bibaparfum,new,
484,profumeria,La Maison de Parfum,Cattolica (RN),0541 961122,info@lamaisondeparfum.it,@lamaisondeparfum,new,
485,profumeria,Backstage,Riccione (RN),0541 601133,info@backstageprofumeria.it,@backstage_riccione,new,
486,profumeria,Nanà Scents Gallery,Riccione (RN),0541 691144,info@nanascents.it,@nanascentsgallery,new,
487,profumeria,Beauty Concept Monza,Monza (MB),039 334455,info@beautyconceptclub.com,@beautyconceptclub,new,
488,profumeria,Mariabruna Beauty,Brescia (BS),030 375 1122,info@mariabrunabeauty.it,@mariabrunabeauty,new,
489,profumeria,L'Essenza,Varese (VA),0332 281144,info@lessenzavarese.it,@lessenza_varese,new,
490,profumeria,Ylang Ylang,Milano (MI),02 8645 2233,info@ylangylangmilano.it,@ylangylang_milano,new,
491,profumeria,Profumeria Panteo,Desenzano del Garda (BS),030 914 1122,info@profumeriapanteo.it,@profumeriapanteo,new,
492,profumeria,Beauty Concept Desenzano,Desenzano del Garda (BS),030 914 2233,info@beautyconceptclub.com,@beautyconceptclub,new,
493,profumeria,BeParfum Scent Lounge,Bergamo (BG),035 221133,info@beparfum.it,@beparfum,new,
494,profumeria,Mazzolari Milano,Milano (MI),02 7600 5454,info@mazzolari.it,@mazzolari_milano,new,
495,profumeria,Campomarzio70 Brera,Milano (MI),02 7200 4433,info@campomarzio70.it,@campomarzio70,new,
496,profumeria,Defendi Profumeria Artistica,Leno (BS),030 906234,info@defendiprofumeria.it,@defendi_profumeria,new,
497,profumeria,La Profumeria by Etualy,Bergamo (BG),035 225566,info@etualy.com,@etualy_bergamo,new,
498,profumeria,Bon Sens,Seregno (MB),0362 231144,info@bonsensprofumeria.it,@bonsens_seregno,new,
499,profumeria,Profumeria Oggioni,Milano (MI),02 20 49 429,info@profumeriaoggioni.it,@profumeria_oggioni,new,
500,profumeria,Agata Profumerie,Reggio Calabria (RC),392 1191526,info@agataprofumerie.it,@agataprofumerie,new,
501,artigianato,Antica Ceramica Avallone,Vietri sul Mare (SA),320 7578321,info@ceramicavietri.it,@anticaceramicaavallone,new,
502,artigianato,Ceramica Armenante,Vietri sul Mare (SA),328 1177119,info@ceramicaarmenante.it,@ceramicaarmenante,new,
503,artigianato,Ceramica Artemika Vietri,Vietri sul Mare (SA),340 4287478,info@artemikavietri.it,@ceramica_artemika_vietri,new,
504,artigianato,Ceramica Falcone Salvatore,Vietri sul Mare (SA),328 6566830,info@ceramichefalcone.it,@ceramicafalconesalvatore,new,
505,artigianato,Ceramica Carlo Pisacane,Vietri sul Mare (SA),338 9461043,info@carlopisacane.it,@ceramicapisacane,new,
506,artigianato,Ceramica Cassetta,Vietri sul Mare (SA),320 1738947,info@ceramicacassetta.it,@ceramicacassetta,new,
507,artigianato,Ceramica D'Acunto Antonio,Vietri sul Mare (SA),389 6856615,info@ceramicadacunto.it,@ceramicadacuntoantonio,new,
508,artigianato,Ceramica D'Acunto Mario,Vietri sul Mare (SA),380 5324513,info@mariodacunto.it,@ceramicadacuntomario,new,
509,artigianato,Ceramica D'Amico,Vietri sul Mare (SA),328 9044979,info@ceramicadamico.it,@ceramicadamico,new,
510,artigianato,Ceramica De Falco,Vietri sul Mare (SA),393 5107645,info@ceramicadefalco.it,@ceramicadefalco,new,
511,artigianato,Ceramica De Santo Luisa,Vietri sul Mare (SA),347 9216883,info@desantoceramiche.it,@ceramicadesantoluisa,new,
512,artigianato,Ceramica Decori e Sapori,Vietri sul Mare (SA),349 7245146,info@decoriesapori.it,@decoriesaporivietri,new,
513,artigianato,Ceramica D'Urso Costa d'Amalfi,Vietri sul Mare (SA),333 9597915,info@ceramicadurso.it,@ceramicadursocostadamalfi,new,
514,artigianato,Ceramica Falcone Antonio,Vietri sul Mare (SA),340 8800533,info@ceramicafalconeantonio.it,@ceramicafalconeantonio,new,
515,artigianato,Ceramica Francesco Aceto,Vietri sul Mare (SA),393 0591494,info@francescoaceto.it,@ceramicafrancescoaceto,new,
516,artigianato,Ceramica Il Vasaio Vietrese,Vietri sul Mare (SA),340 3807483,info@ilvasaiovietrese.it,@ilvasaiovietrese,new,
517,artigianato,Ceramica Iovine,Vietri sul Mare (SA),338 9573011,info@ceramicheiovine.it,@ceramica_iovine,new,
518,artigianato,Ceramica Klaus,Vietri sul Mare (SA),320 3085525,info@ceramicaklaus.it,@ceramicaklaus,new,
519,artigianato,Ceramica La Bottega dei Ricordi,Vietri sul Mare (SA),339 4489546,info@labottegadeiricordi.it,@labottegadeiricordivietri,new,
520,artigianato,Ceramica La Fenice Scarl,Vietri sul Mare (SA),320 6765655,info@lafeniceceramiche.it,@lafeniceceramiche,new,
521,artigianato,Arte Orafa Traversi,Cave (RM),06 9507658,info@arteorafatraversi.it,@arteorafatraversi,new,
522,artigianato,Gioielleria Taccetti,Signa (FI),055 8720231,taccetti.gioielleria@gmail.com,@gioielleriataccetti,new,
523,artigianato,Tallone Orafi,Torino (TO),379 2863025,ordini@talloneorafi.it,@tallone_orafi,new,
524,artigianato,LBL Artigiani Orafi,Valenza (AL),0131 941200,info@lblgioielli.it,@lblgioielli,new,
525,artigianato,Gioielleria Romagnoli,Roma (RM),06 86 00 619,info@gioielleriaromagnoli.it,@gioielleriaromagnoli,new,
526,artigianato,Furò e Punteruolo,Firenze (FI),055 013 0427,info@furoepunteruolo.com,@furoepunteruolo,new,
527,artigianato,Pell New Line,Carmignano (PO),055 8710166,info@pellnewline.it,@pellnewline,new,
528,artigianato,Castelli Bags,Firenze (FI),055 223344,info@castellibags.com,@castellibags,new,
529,artigianato,Peroni Firenze,Firenze (FI),055 234567,info@peronifirenze.it,@peronifirenze,new,
530,artigianato,Les Creations Luca Marsiliani,Roma (RM),06 95061274,info@lescreations.it,@lescreationsgioielli,new,
531,artigianato,Microfficina Laboratorio Orafo,Firenze (FI),055 499113,info@microfficina.it,@microfficina,new,
532,artigianato,Laboratorio Orafo Pariano,Crotone (KR),0962 44338,info@laboratorioorafopariano.it,@laboratorioorafopariano,new,
533,artigianato,Laboratorio Orafo Porro,Milano (MI),02 86460646,info@gioielleriaporromilano.it,@porromilano,new,
534,artigianato,Cama Ceramiche Artistiche,Pescopennataro (IS),340 1914185,camalaceramicheartistiche@gmail.com,@camalaceramiche,new,
535,artigianato,Meda Orafi,Milano (MI),02 86450125,info@medaorafi.it,@medaorafi,new,
536,artigianato,Ansuini,Roma (RM),06 68806909,info@ansuini.it,@ansuini1860,new,
537,artigianato,Damiano Damiani Gioielli,Roma (RM),06 8713 8412,info@damianodamianigioielli.it,@damianodamianigioielli,new,
538,artigianato,Consorzio Antico Borgo Orefici,Napoli (NA),081 260500,info@borgorefici.it,@borgo_orefici,new,
539,artigianato,MC Leather,Venezia (VE),331 5619107,marcomammozzo99@gmail.com,@mcleather_venezia,new,
540,artigianato,Pelle Nuda Milano,Milano (MI),02 09957319,pellenuda.milano@gmail.com,@pellenuda_milano,new,
541,artigianato,F.lli Sanvito SRL,Milano (MI),02 58314951,info@sanvitomilano.it,@sanvitomilano,new,
542,artigianato,Il Grifone Venezia,Venezia (VE),041 522 9452,info@ilgrifonevenezia.it,@ilgrifonevenezia,new,
543,artigianato,Siam 1838,Milano (MI),02 86450125,formazione@siam1838.it,@siam1838,new,
544,artigianato,Ceramica La Tornietta,Vietri sul Mare (SA),338 3198579,info@latornietta.it,@ceramicalatornietta,new,
545,artigianato,Ceramica Landi Giuseppe,Vietri sul Mare (SA),393 9396743,info@landigiuseppe.it,@ceramicalandigiuseppe,new,
546,artigianato,Ceramica L'Archetto,Vietri sul Mare (SA),347 5392490,info@ceramicamargherita.it,@ceramicalarchetto,new,
547,artigianato,Ceramica Pasquale & D. Liguori,Vietri sul Mare (SA),338 1389231,info@pasqualeliguori.it,@ceramicapasqualeeliguori,new,
548,artigianato,Ceramica Margherita,Vietri sul Mare (SA),335 1443043,info@ceramicamargherita.it,@ceramicamargherita,new,
549,artigianato,Ceramica Massimino,Vietri sul Mare (SA),389 1822383,info@ceramicamassimino.it,@ceramicamassimino,new,
550,artigianato,Ceramica Mediterraneanart,Vietri sul Mare (SA),340 3393868,info@mediterraneanart.it,@ceramicamediterraneanart,new,
551,d2c,Chiarli 1860,Modena (MO),059 316 3311,info@chiarli.it,@chiarli1860,new,
552,d2c,Cantina Masseria Torricella,Alberobello (BA),080 432 4001,info@masseriatorricella.it,@cantinamasseriatorricella,new,
553,d2c,Cantine Lenotti,Bardolino (VR),045 721 0484,info@lenotti.com,@cantinelenotti,new,
554,d2c,Gambino Winery,Linguaglossa (CT),095 227 4111,info@gambinowinery.com,@gambinowinery,new,
555,d2c,Cantina La Scolca,Gavi (AL),0143 682176,info@lascolca.it,@lascolca,new,
556,d2c,Direct From Italy,Milano (MI),02 8833 4111,info@directfromitaly.it,@directfromitaly,new,
557,d2c,Collistar Milano,Milano (MI),02 5432 1111,customerservice@collistar.it,@collistar,new,
558,d2c,Deborah Milano,Milano (MI),02 5432 2222,info@deborahgroup.it,@deborahmilano,new,
559,d2c,Debby Cosmetics,Milano (MI),02 5432 2222,info@deborahgroup.it,@debbythechameleon,new,
560,d2c,Bioetyc,Milano (MI),02 5432 2222,info@deborahgroup.it,@dermolab_official,new,
561,d2c,Dermolab,Milano (MI),02 5432 2222,info@deborahgroup.it,@dermolab_official,new,
562,d2c,Dyadema SRL,S. Zenone degli Ezzelini (TV),0423 969754,info@dyadema.it,@dyadema_official,new,
563,d2c,Neulabs,Milano (MI),02 8822 3111,info@neulabs.com,@neulabs_brand,new,
564,d2c,Parmalat,Collecchio (PR),0521 8081,info@parmalat.it,@parmalat,new,
565,d2c,Probios,Campi Bisenzio (FI),055 886931,info@probios.it,@probios,new,
566,d2c,Emma The Sleeping Company,Milano (MI),02 8295 2111,info@emma-materasso.it,@emmamaterasso,new,
567,d2c,Granarolo,Bologna (BO),051 4162111,info@granarolo.it,@granarolo,new,
568,d2c,Inalpi,Moretta (CN),0172 915111,info@inalpi.it,@inalpi_it,new,
569,d2c,Riso Scotti,Pavia (PV),0382 5081,info@risoscotti.it,@risoscottiofficial,new,
570,d2c,Giovanni Rana,S. Giovanni Lupatoto (VR),045 8292111,info@giovannirana.it,@giovannirana,new,
571,d2c,Chitè Lingerie,Milano (MI),02 8414 8411,info@chitemilano.it,@chite.milano,new,
572,d2c,Amor y Mezcal D2C,Milano (MI),0771 463121,info@amorymezcal.com,@amorymezcal,new,
573,d2c,Lanapo Sandali,Portofino (GE),0187 812121,info@lanapo.it,@lanapo_sandals,new,
574,d2c,Mariaelena Samperi D2C,Catania (CT),095 311223,info@mariaelenasamperi.com,@mariaelena_samperi,new,
575,d2c,Blazé Milano D2C,Milano (MI),02 3659 5511,info@blaze-milano.com,@blaze_milano,new,
576,d2c,Durazzi Milano D2C,Milano (MI),02 8909 2111,info@durazzimilano.com,@durazzimilano,new,
577,d2c,Institution D2C,Milano (MI),02 3658 2111,info@institution.it,@institution_milano,new,
578,d2c,Lorenzo Seghezzi D2C,Milano (MI),02 8456 1211,info@lorenzoseghezzi.com,@lorenzoseghezzi,new,
579,d2c,Domenico Orefice D2C,Milano (MI),02 4987 6211,info@domenicoorefice.it,@domenicoorefice_,new,
580,d2c,Bergie D2C,Milano (MI),02 5831 1122,info@bergie.it,@bergie_by_giorgiandreazza,new,
581,d2c,Gran Sasso,S. Egidio alla Vibrata (TE),0861 8461,info@gransasso.it,@gransasso_official,new,
582,d2c,Corneliani,Mantova (MN),0376 3041,info@corneliani.it,@corneliani_official,new,
583,d2c,Wesker,Napoli (NA),081 3048553,info@profumidinicchia.com,@wesker_perfumes,new,
584,d2c,Daniel Josier,Napoli (NA),081 3048553,info@profumidinicchia.com,@danieljosier,new,
585,d2c,Bravanariz,Napoli (NA),081 3048553,info@profumidinicchia.com,@bravanariz,new,
586,d2c,Vintia,Napoli (NA),081 3048553,info@profumidinicchia.com,@vintia_fragrance,new,
587,d2c,History in Drops,Napoli (NA),081 3048553,info@profumidinicchia.com,@historyindrops,new,
588,d2c,Giardini di Toscana,Firenzuola (FI),055 819123,info@giardiniditoscana.com,@giardiniditoscana,new,
589,d2c,Salum,Napoli (NA),081 3048553,info@profumidinicchia.com,@salum_parfums,new,
590,d2c,In Astra,Milano (MI),02 8833 2211,info@inastra.com,@inastra_parfums,new,
591,d2c,Royal Crown,Roma (RM),06 4433 1122,info@royalcrown.it,@royalcrownparfums,new,
592,d2c,Step Aboard,Milano (MI),02 8822 4433,info@stepaboard.it,@stepaboard,new,
593,d2c,Maison Tahité,Palestrina (RM),06 95469599,info@kaon.it,@maisontahite,new,
594,d2c,Laboratorio Olfattivo,Palestrina (RM),06 95469599,info@kaon.it,@laboratorioolfattivo,new,
595,d2c,Anthologie by L. Ferrero,Palestrina (RM),06 95469599,info@kaon.it,@lucienferreroparfums,new,
596,d2c,Puro Talco,Roma (RM),06 884 4111,officinadelleessenze.com,@officinadelleessenze,new,
597,d2c,Caldo Gourmand,Roma (RM),06 884 4111,officinadelleessenze.com,@officinadelleessenze,new,
598,d2c,Puro Lino,Roma (RM),06 884 4111,officinadelleessenze.com,@officinadelleessenze,new,
599,d2c,Puro Fico,Roma (RM),06 884 4111,officinadelleessenze.com,@officinadelleessenze,new,
600,d2c,Puro Neroli,Roma (RM),06 884 4111,officinadelleessenze.com,,new,
